Id,LotArea,Neighborhood,OverallQual,OverallCond,YearBuilt,BsmtFinSF1,1stFlrSF,GrLivArea,FullBath,HalfBath,TotRmsAbvGrd,GarageCars,PoolArea,SalePrice
1442,4426,CollgCr,6,5,2004,697,848,848,1,0,3,2,0,149300
1443,11003,Somerst,10,5,2008,765,1026,2007,2,1,10,3,0,310000
1444,8854,BrkSide,6,6,1916,0,952,952,1,0,4,1,0,121000
1445,8500,CollgCr,7,5,2004,0,1422,1422,2,0,7,2,0,179600
1446,8400,Sawyer,6,5,1966,187,913,913,1,0,6,1,0,129000
1447,26142,Mitchel,5,7,1962,593,1188,1188,1,0,6,1,0,157900
1448,10000,CollgCr,8,5,1995,1079,1220,2090,2,1,8,2,0,240000
1449,11767,Edwards,4,7,1910,0,796,1346,1,1,6,1,0,112000
1450,1533,MeadowV,5,7,1970,553,630,630,1,0,3,0,0,92000
1451,9000,NAmes,5,5,1974,0,896,1792,2,2,8,0,0,136000
1452,9262,Somerst,8,5,2008,0,1578,1578,2,0,7,3,0,287090
1453,3675,Edwards,5,5,2005,547,1072,1072,1,0,5,2,0,145000
1454,17217,Mitchel,5,5,2006,0,1140,1140,1,0,6,0,0,84500
1455,7500,Somerst,7,5,2004,410,1221,1221,2,0,6,2,0,185000
1456,7917,Gilbert,6,5,1999,0,953,1647,2,1,7,2,0,175000
1457,13175,NWAmes,6,6,1978,790,2073,2073,2,0,7,2,0,210000
1458,9042,Crawfor,7,9,1941,275,1188,2340,2,0,9,1,0,266500
1459,9717,NAmes,5,6,1950,49,1078,1078,1,0,5,1,0,142125
1460,9937,Edwards,5,6,1965,830,1256,1256,1,1,6,1,0,147500
